stage,feature,channel,beta1,se,t,p_uncorr,q_bh,significant,df_resid
latent,latent_ch50,50,0.199847,0.866523,0.230631,0.818399,0.918904,False,59
latent,latent_ch51,51,0.441328,0.590959,0.7468,0.45815,0.834843,False,59
latent,latent_ch52,52,-0.277586,0.519635,-0.534194,0.595215,0.86064,False,59
latent,latent_ch53,53,-0.0852056,0.567609,-0.150113,0.881187,0.97678,False,59
latent,latent_ch54,54,0.24107,0.559038,0.431224,0.667877,0.862533,False,59
latent,latent_ch55,55,-0.334765,0.827667,-0.404468,0.687331,0.862533,False,59
latent,latent_ch56,56,0.773759,0.76911,1.00604,0.318503,0.741242,False,59
latent,latent_ch57,57,0.853574,0.896761,0.95184,0.345061,0.749756,False,59
latent,latent_ch58,58,0.793149,0.601209,1.31926,0.19218,0.630744,False,59
latent,latent_ch59,59,-1.17103,0.468837,-2.49774,0.0153071,0.178118,False,59
latent,latent_ch60,60,-0.585987,0.835835,-0.70108,0.486009,0.834843,False,59
latent,latent_ch61,61,-0.233297,0.718952,-0.324497,0.74671,0.89326,False,59
latent,latent_ch62,62,-0.253398,0.843249,-0.300501,0.764851,0.898174,False,59
latent,latent_ch63,63,0.0519853,0.707272,0.0735012,0.941656,0.978207,False,59
latent,latent_ch64,64,0.257637,0.920064,0.28002,0.780441,0.899968,False,59
latent,latent_ch65,65,-0.294715,0.881776,-0.334229,0.739392,0.89326,False,59
latent,latent_ch66,66,0.262767,0.756495,0.347348,0.729566,0.89326,False,59
latent,latent_ch67,67,-1.49483,0.666603,-2.24247,0.0287026,0.216114,False,59
latent,latent_ch68,68,-0.932077,0.723209,-1.28881,0.202495,0.647985,False,59
latent,latent_ch69,69,-0.942707,0.9915,-0.950789,0.34559,0.749756,False,59
latent,latent_ch70,70,0.379477,0.800982,0.473764,0.637417,0.86064,False,59
latent,latent_ch71,71,-0.449533,0.845147,-0.531899,0.596793,0.86064,False,59
latent,latent_ch72,72,-0.0614508,0.711683,-0.0863458,0.931484,0.978207,False,59
latent,latent_ch73,73,0.498457,0.738277,0.675162,0.50221,0.834843,False,59
latent,latent_ch74,74,1.10675,0.971446,1.13928,0.259189,0.677066,False,59
latent,latent_ch75,75,0.572412,0.723781,0.790864,0.432191,0.819267,False,59
latent,latent_ch76,76,1.31703,0.732384,1.79828,0.0772488,0.380559,False,59
latent,latent_ch77,77,-1.34606,0.395779,-3.40105,0.00121015,0.0516331,False,59
latent,latent_ch78,78,-0.0470102,0.627637,-0.0749003,0.940547,0.978207,False,59
latent,latent_ch79,79,0.286909,0.530102,0.541233,0.590385,0.86064,False,59
latent,latent_ch80,80,1.01532,0.961316,1.05618,0.295194,0.710511,False,59
latent,latent_ch81,81,-0.184186,1.43367,-0.128472,0.898212,0.97678,False,59
latent,latent_ch82,82,0.903056,0.755361,1.19553,0.236664,0.672732,False,59
latent,latent_ch83,83,1.98668,0.840655,2.36325,0.0214295,0.198251,False,59
latent,latent_ch84,84,0.186761,0.656797,0.284351,0.777137,0.899968,False,59
latent,latent_ch85,85,-0.901768,0.762042,-1.18336,0.241414,0.672732,False,59
latent,latent_ch86,86,0.00560496,0.813598,0.00688911,0.994527,0.994527,False,59
latent,latent_ch87,87,-0.589406,0.861074,-0.684501,0.496339,0.834843,False,59
latent,latent_ch88,88,0.643351,1.12203,0.57338,0.568567,0.86064,False,59
latent,latent_ch89,89,-0.275208,0.652636,-0.421687,0.674786,0.862533,False,59
latent,latent_ch90,90,-0.564525,0.7767,-0.726826,0.470207,0.834843,False,59
latent,latent_ch91,91,1.44583,0.773009,1.87039,0.0663925,0.357812,False,59
latent,latent_ch92,92,-0.370352,0.792604,-0.467259,0.642035,0.86064,False,59
latent,latent_ch93,93,0.810369,0.774601,1.04618,0.299747,0.710511,False,59
latent,latent_ch94,94,-0.478288,0.776904,-0.615634,0.540504,0.86064,False,59
latent,latent_ch95,95,-0.942745,0.669156,-1.40886,0.164126,0.583559,False,59
latent,latent_ch96,96,-0.328358,0.801727,-0.409563,0.68361,0.862533,False,59
latent,latent_ch97,97,0.440798,0.93906,0.469404,0.640511,0.86064,False,59
latent,latent_ch98,98,0.0109465,0.479713,0.0228188,0.981872,0.989603,False,59
latent,latent_ch99,99,-0.0969996,0.77224,-0.125608,0.900469,0.97678,False,59
latent,latent_ch100,100,-1.11471,0.579659,-1.92305,0.0593043,0.357812,False,59
latent,latent_ch101,101,-1.87714,0.600383,-3.12657,0.00274463,0.0585521,False,59
latent,latent_ch102,102,-0.632686,0.774274,-0.817135,0.417139,0.819267,False,59
latent,latent_ch103,103,-2.21617,0.77933,-2.84368,0.00611859,0.111883,False,59
latent,latent_ch104,104,-0.372232,0.839045,-0.443638,0.658927,0.86064,False,59
latent,latent_ch105,105,-0.743265,0.605741,-1.22703,0.224684,0.672732,False,59
latent,latent_ch106,106,-0.745367,0.673375,-1.10691,0.272825,0.687523,False,59
latent,latent_ch107,107,-0.871739,0.645453,-1.35059,0.181986,0.629573,False,59
latent,latent_ch108,108,-0.491758,0.748862,-0.656674,0.513944,0.843395,False,59
latent,latent_ch109,109,-0.847658,0.668914,-1.26722,0.210057,0.655788,False,59
latent,latent_ch110,110,0.822615,0.711504,1.15616,0.252275,0.672732,False,59
latent,latent_ch111,111,-0.281144,0.727054,-0.386689,0.700378,0.870372,False,59
latent,latent_ch112,112,-1.0426,0.57988,-1.79796,0.0773011,0.380559,False,59
latent,latent_ch113,113,-0.307316,0.633775,-0.484897,0.629545,0.86064,False,59
latent,latent_ch114,114,-0.972564,0.834483,-1.16547,0.248519,0.672732,False,59
latent,latent_ch115,115,-0.5685,0.583374,-0.974502,0.333786,0.749756,False,59
latent,latent_ch116,116,1.66308,1.00737,1.65091,0.104072,0.475756,False,59
latent,latent_ch117,117,1.25425,0.539505,2.32482,0.0235419,0.198251,False,59
latent,latent_ch118,118,-1.68317,1.04216,-1.61508,0.111629,0.478365,False,59
latent,latent_ch119,119,0.30646,0.666383,0.459885,0.647289,0.86064,False,59
latent,latent_ch120,120,0.394321,0.559102,0.705276,0.483414,0.834843,False,59
latent,latent_ch121,121,-0.975438,0.690742,-1.41216,0.163156,0.583559,False,59
latent,latent_ch122,122,-0.594125,0.657482,-0.903637,0.369863,0.763588,False,59
latent,latent_ch123,123,-1.005,0.686449,-1.46406,0.148486,0.575945,False,59
latent,latent_ch124,124,-0.035047,0.663416,-0.0528282,0.958047,0.98104,False,59
latent,latent_ch125,125,1.71993,0.74361,2.31294,0.0242315,0.198251,False,59
latent,latent_ch126,126,1.43128,0.951796,1.50377,0.137975,0.551898,False,59
latent,latent_ch127,127,3.07734,0.938356,3.2795,0.00174745,0.0559183,False,59
