stage,feature,channel,beta1,se,t,p_uncorr,q_bh,significant
layer4,layer4_ch29,29,241.486,98.2224,2.45856,0.0162564,0.0189165,True
layer4,layer4_ch30,30,-125.069,22.6842,-5.5135,4.76933e-07,1.1796e-06,True
layer4,layer4_ch31,31,-103.432,13.1265,-7.87965,2.02111e-11,2.58703e-09,True
layer4,layer4_ch32,32,-121.085,18.7155,-6.46977,8.99339e-09,5.48168e-08,True
layer4,layer4_ch33,33,-87.0951,15.3833,-5.66168,2.61259e-07,6.82471e-07,True
layer4,layer4_ch34,34,-90.7095,28.9422,-3.13416,0.00245994,0.00302761,True
layer4,layer4_ch35,35,-118.234,22.462,-5.26371,1.2977e-06,2.76842e-06,True
layer4,layer4_ch36,36,-123.385,23.0292,-5.35775,8.92124e-07,2.03914e-06,True
layer4,layer4_ch37,37,13.9936,37.7768,0.370427,0.712109,0.723412,False
layer4,layer4_ch38,38,-112.345,29.0278,-3.87023,0.000230196,0.000316828,True
layer4,layer4_ch39,39,150.426,34.8265,4.31931,4.73278e-05,7.76661e-05,True
layer4,layer4_ch40,40,-98.6195,23.2175,-4.24763,6.13007e-05,9.45361e-05,True
layer4,layer4_ch41,41,-106.568,26.7702,-3.98083,0.000157309,0.00022127,True
layer4,layer4_ch42,42,-117.597,16.551,-7.10511,5.89638e-10,1.25789e-08,True
layer4,layer4_ch43,43,-100.277,20.7132,-4.8412,6.75142e-06,1.20025e-05,True
layer4,layer4_ch44,44,-123.361,30.0116,-4.11046,9.99261e-05,0.000143714,True
layer4,layer4_ch45,45,-132.762,24.4464,-5.43071,6.65871e-07,1.54966e-06,True
layer4,layer4_ch46,46,-90.215,13.6842,-6.59263,5.33236e-09,4.26589e-08,True
layer4,layer4_ch47,47,-122.139,23.751,-5.14246,2.09557e-06,4.12667e-06,True
layer4,layer4_ch48,48,-126.846,20.8206,-6.09231,4.41049e-08,1.88181e-07,True
layer4,layer4_ch49,49,-110.401,18.0612,-6.11262,4.05167e-08,1.85219e-07,True
layer4,layer4_ch50,50,-109.955,17.1924,-6.3956,1.23163e-08,6.85431e-08,True
layer4,layer4_ch51,51,-54.6883,21.7586,-2.51341,0.0141031,0.0167147,True
layer4,layer4_ch52,52,-114.274,16.8181,-6.7947,2.24646e-09,2.44688e-08,True
layer4,layer4_ch53,53,-166.254,32.1545,-5.17046,1.87679e-06,3.87467e-06,True
layer4,layer4_ch54,54,-117.622,19.0461,-6.17565,3.11165e-08,1.53189e-07,True
layer4,layer4_ch55,55,-76.752,12.4779,-6.15104,3.44978e-08,1.63545e-07,True
layer4,layer4_ch56,56,-93.5515,24.9594,-3.74815,0.000347965,0.000468837,True
layer4,layer4_ch57,57,-68.5217,19.7067,-3.47707,0.000846905,0.00109499,True
layer4,layer4_ch58,58,-27.2663,34.761,-0.784394,0.435279,0.449321,False
layer4,layer4_ch59,59,-65.9683,21.7948,-3.0268,0.00338604,0.00408881,True
layer4,layer4_ch60,60,-121.388,21.3186,-5.69399,2.2896e-07,6.32349e-07,True
layer4,layer4_ch61,61,-102.065,30.6975,-3.32486,0.00137099,0.00170376,True
layer4,layer4_ch62,62,-100.702,15.2748,-6.5927,5.33079e-09,4.26589e-08,True
layer4,layer4_ch63,63,-103.463,15.9599,-6.48271,8.51251e-09,5.48168e-08,True
layer4,layer4_ch64,64,302.202,70.0332,4.31512,4.80522e-05,7.78568e-05,True
layer4,layer4_ch65,65,-156.375,32.9003,-4.75301,9.45228e-06,1.61319e-05,True
layer4,layer4_ch66,66,-147.537,24.4135,-6.04324,5.41282e-08,2.16513e-07,True
layer4,layer4_ch67,67,107.804,81.3635,1.32497,0.189204,0.201818,False
layer4,layer4_ch68,68,-104.576,15.9564,-6.55385,6.29055e-09,4.73641e-08,True
layer4,layer4_ch69,69,61.9683,55.4501,1.11755,0.267327,0.282792,False
layer4,layer4_ch70,70,-118.201,17.0919,-6.91561,1.33595e-09,2.44287e-08,True
layer4,layer4_ch71,71,-144.769,33.8435,-4.2776,5.50309e-05,8.59019e-05,True
layer4,layer4_ch72,72,-112.482,19.9347,-5.64253,2.82477e-07,7.23142e-07,True
layer4,layer4_ch73,73,80.4329,47.4528,1.69501,0.0942218,0.103969,False
layer4,layer4_ch74,74,-111.709,25.998,-4.29685,5.13375e-05,8.214e-05,True
layer4,layer4_ch75,75,-81.7772,12.007,-6.81078,2.09669e-09,2.44688e-08,True
layer4,layer4_ch76,76,-97.4248,14.446,-6.74406,2.79129e-09,2.74835e-08,True
layer4,layer4_ch77,77,-89.0185,19.3331,-4.60446,1.65509e-05,2.75131e-05,True
layer4,layer4_ch78,78,-160.304,27.4672,-5.8362,1.27692e-07,3.80105e-07,True
layer4,layer4_ch79,79,-168.615,28.5201,-5.91216,9.33003e-08,3.07307e-07,True
layer4,layer4_ch80,80,-90.2197,21.0572,-4.2845,5.36794e-05,8.48267e-05,True
layer4,layer4_ch81,81,-93.662,14.4767,-6.46986,8.99e-09,5.48168e-08,True
layer4,layer4_ch82,82,-118.923,28.7113,-4.14202,8.93679e-05,0.00012999,True
layer4,layer4_ch83,83,-85.5891,21.3995,-3.99958,0.000147385,0.000209614,True
layer4,layer4_ch84,84,-73.6169,33.7041,-2.18421,0.0320725,0.0369845,True
layer4,layer4_ch85,85,-160.508,27.8925,-5.75453,1.78675e-07,5.08231e-07,True
layer4,layer4_ch86,86,-105.599,37.6522,-2.80459,0.00641194,0.00767036,True
layer4,layer4_ch87,87,-101.028,20.1719,-5.00835,3.541e-06,6.66542e-06,True
layer4,layer4_ch88,88,-168.747,28.5831,-5.90374,9.66102e-08,3.07307e-07,True
layer4,layer4_ch89,89,-47.8975,25.1241,-1.90643,0.0604249,0.0672555,False
layer4,layer4_ch90,90,-106.659,20.174,-5.28695,1.18323e-06,2.56702e-06,True
layer4,layer4_ch91,91,-105.634,15.7458,-6.70868,3.2479e-09,2.96951e-08,True
layer4,layer4_ch92,92,-111.144,18.4851,-6.01261,6.14919e-08,2.24885e-07,True
layer4,layer4_ch93,93,178.728,85.1791,2.09827,0.0392492,0.0444593,True
layer4,layer4_ch94,94,-87.8409,18.5515,-4.73497,1.01221e-05,1.70478e-05,True
layer4,layer4_ch95,95,-119.763,21.9237,-5.46272,5.8541e-07,1.38764e-06,True
layer4,layer4_ch96,96,-127.749,24.3809,-5.23973,1.42724e-06,2.99487e-06,True
layer4,layer4_ch97,97,-83.1521,13.7236,-6.05907,5.0671e-08,2.09222e-07,True
layer4,layer4_ch98,98,-6.61527,41.5614,-0.159169,0.873964,0.873964,False
layer4,layer4_ch99,99,-115.617,18.6188,-6.2097,2.69734e-08,1.38104e-07,True
layer4,layer4_ch100,100,-107.985,20.9556,-5.15302,2.01027e-06,4.02054e-06,True
layer4,layer4_ch101,101,-132.285,25.6686,-5.15357,2.00592e-06,4.02054e-06,True
layer4,layer4_ch102,102,-139.024,33.0819,-4.20243,7.20781e-05,0.000109833,True
layer4,layer4_ch103,103,-78.5142,39.0542,-2.01039,0.0479856,0.0538786,False
layer4,layer4_ch104,104,-155.711,21.0287,-7.40469,1.60711e-10,5.4411e-09,True
layer4,layer4_ch105,105,35.013,43.0306,0.813677,0.418406,0.435414,False
layer4,layer4_ch106,106,-114.705,19.6811,-5.82817,1.3199e-07,3.8397e-07,True
layer4,layer4_ch107,107,-100.039,26.0265,-3.84374,0.000251948,0.000343078,True
layer4,layer4_ch108,108,-138.556,20.2547,-6.84067,1.84409e-09,2.44688e-08,True
layer4,layer4_ch109,109,-123.679,25.9784,-4.76083,9.17546e-06,1.58711e-05,True
layer4,layer4_ch110,110,-16.3542,61.1827,-0.267302,0.78997,0.796191,False
layer4,layer4_ch111,111,-157.753,31.4338,-5.01856,3.40309e-06,6.50142e-06,True
layer4,layer4_ch112,112,247.009,48.5506,5.08767,2.59833e-06,5.03919e-06,True
layer4,layer4_ch113,113,-98.1844,15.0801,-6.51084,7.55347e-09,5.37136e-08,True
layer4,layer4_ch114,114,-129.641,18.0764,-7.17183,4.41715e-10,1.13079e-08,True
layer4,layer4_ch115,115,-65.2257,39.9569,-1.6324,0.106787,0.115837,False
layer4,layer4_ch116,116,-190.837,57.389,-3.32532,0.00136904,0.00170376,True
layer4,layer4_ch117,117,-97.2739,17.6817,-5.50138,5.00885e-07,1.20968e-06,True
layer4,layer4_ch118,118,-66.8801,10.3596,-6.45588,9.53959e-09,5.55031e-08,True
layer4,layer4_ch119,119,-155.128,25.4156,-6.10368,4.20586e-08,1.85638e-07,True
layer4,layer4_ch120,120,-107.506,25.8252,-4.16283,8.30047e-05,0.000122122,True
layer4,layer4_ch121,121,-97.0548,18.1827,-5.33776,9.66307e-07,2.16995e-06,True
layer4,layer4_ch122,122,-110.545,22.5201,-4.90871,5.20858e-06,9.39011e-06,True
layer4,layer4_ch123,123,-101.117,16.2461,-6.22407,2.53925e-08,1.35427e-07,True
layer4,layer4_ch124,124,-77.0598,22.2609,-3.46167,0.000889731,0.00112758,True
layer4,layer4_ch125,125,-91.9568,16.682,-5.51232,4.79213e-07,1.1796e-06,True
layer4,layer4_ch126,126,-78.1307,46.5097,-1.67988,0.0971416,0.106275,False
layer4,layer4_ch127,127,-68.275,16.318,-4.18403,7.69717e-05,0.000114767,True
